,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
16492,25.0,100000.0,RENT,3.0,EDUCATION,B,12000.0,9.91,0.12,N,2.0,0
16493,22.0,69000.0,MORTGAGE,6.0,PERSONAL,C,7800.0,12.41,0.11,N,4.0,0
16494,23.0,120000.0,MORTGAGE,3.0,PERSONAL,A,10000.0,6.930000000000001,0.08,N,2.0,0
16495,21.0,30000.0,MORTGAGE,6.0,MEDICAL,A,3000.000000000001,5.99,0.1,N,3.0,0
16496,25.0,60000.0,RENT,0.0,DEBTCONSOLIDATION,A,1200.0,7.66,0.01999999999999999,N,3.0,0
16497,26.0,44000.0,RENT,5.0,MEDICAL,C,4600.0,13.99,0.1,N,3.0,1
16498,23.0,42000.0,MORTGAGE,7.0,VENTURE,C,12000.0,15.23,0.29,Y,3.0,0
16499,25.0,45996.0,RENT,3.0,DEBTCONSOLIDATION,C,11500.0,12.53,0.25,Y,3.0,0
16500,24.0,37000.0,MORTGAGE,8.0,MEDICAL,B,10000.0,10.99,0.27,N,3.0,0
16501,24.0,20856.0,OWN,3.6666666666666665,PERSONAL,B,10000.0,10.59,0.48,N,3.0,0
16502,26.0,36996.0,RENT,8.0,MEDICAL,C,9600.0,11.97,0.26,Y,2.0,0
16503,22.0,89800.0,MORTGAGE,6.0,VENTURE,B,20000.0,12.53,0.22,N,3.0,0
16504,26.0,64800.0,MORTGAGE,5.0,EDUCATION,B,2000.0,11.99,0.03,N,3.0,0
16505,24.0,60000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000.0,14.510000000000002,0.35,Y,3.0,0
16506,23.0,120000.0,MORTGAGE,7.0,VENTURE,C,6000.0,13.06,0.05,Y,3.0,0
16507,25.0,21000.0,RENT,0.0,VENTURE,B,5175.0,12.53,0.25,N,4.0,0
16508,26.0,60000.0,MORTGAGE,10.0,MEDICAL,A,12500.0,6.92,0.21,N,3.0,0
16509,24.0,130000.0,OWN,8.0,VENTURE,B,22800.0,11.836666666666666,0.18,N,2.0,0
16510,23.0,115000.0,MORTGAGE,7.0,EDUCATION,C,10000.0,14.27,0.09,Y,2.0,0
16511,23.0,45000.0,RENT,2.0,VENTURE,B,14500.0,10.36,0.32,N,4.0,1
16512,21.0,35000.0,OWN,5.0,VENTURE,C,6500.0,13.43,0.19,N,4.0,0
16513,22.0,41000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7000.0,7.9,0.17,N,2.0,1
16514,26.0,75000.0,MORTGAGE,9.0,MEDICAL,C,4000.0,12.99,0.05,Y,2.0,0
16515,25.0,61000.0,OWN,2.0,PERSONAL,C,15000.0,14.65,0.25,N,2.0,0
16516,26.0,74000.0,MORTGAGE,10.0,EDUCATION,B,4475.0,9.99,0.06000000000000001,N,2.0,0
16517,23.0,72000.0,RENT,5.0,DEBTCONSOLIDATION,D,3000.000000000001,16.89,0.04000000000000001,Y,4.0,1
16518,24.0,54400.0,RENT,4.0,MEDICAL,B,2500.0,11.14,0.04000000000000001,N,2.0,1
16519,25.0,19200.0,RENT,3.0,MEDICAL,B,5000.0,10.99,0.26,N,2.0,1
16520,25.0,35364.0,RENT,0.0,VENTURE,A,10000.0,9.32,0.28,N,4.0,0
16521,23.0,26400.0,RENT,7.0,EDUCATION,A,3800.0,7.9,0.14,N,2.0,0
16522,26.0,35000.0,MORTGAGE,10.0,MEDICAL,A,6000.0,7.51,0.17,N,3.0,0
16523,22.0,55000.0,MORTGAGE,7.0,MEDICAL,B,13500.0,9.67,0.25,N,4.0,0
16524,23.0,51000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,D,17500.0,14.09,0.34,Y,2.0,1
16525,26.0,59000.0,RENT,2.0,PERSONAL,E,18000.0,16.0,0.31,Y,2.0,1
16526,25.0,154000.0,MORTGAGE,4.0,PERSONAL,A,12225.0,7.49,0.08,N,4.0,0
16527,23.0,24000.0,RENT,1.0,VENTURE,B,14075.0,10.176666666666666,0.59,N,4.0,1
16528,24.0,200000.0,RENT,8.0,VENTURE,B,12000.0,12.69,0.06000000000000001,N,2.0,0
16529,24.0,25344.0,MORTGAGE,5.0,MEDICAL,D,4000.0,16.49,0.16,Y,3.0,1
16530,21.0,192000.0,MORTGAGE,0.0,EDUCATION,A,20000.0,6.54,0.1,N,2.0,0
16531,25.0,175000.0,RENT,4.0,HOMEIMPROVEMENT,D,10000.0,15.05,0.06000000000000001,N,3.0,0
16532,24.0,40000.0,RENT,0.0,MEDICAL,B,3600.0,10.59,0.09,N,4.0,0
16533,23.0,140000.0,RENT,7.0,VENTURE,A,9000.0,7.139999999999999,0.06000000000000001,N,2.0,0
16534,23.0,58650.0,MORTGAGE,7.0,MEDICAL,A,5000.0,8.59,0.07,N,4.0,1
16535,23.0,60000.0,RENT,8.0,VENTURE,B,3600.0,9.99,0.06000000000000001,N,3.0,0
16536,23.0,61498.0,MORTGAGE,5.0,MEDICAL,B,5000.0,11.36,0.08,N,3.0,0
16537,21.0,30000.0,RENT,0.0,MEDICAL,B,1000.0,10.99,0.03,N,2.0,0
16538,24.0,133000.0,RENT,5.0,HOMEIMPROVEMENT,B,17400.0,11.71,0.13,N,3.0,0
16539,23.0,52000.0,RENT,5.0,EDUCATION,C,8000.0,13.22,0.15,Y,4.0,0
16540,21.0,15000.0,RENT,4.0,VENTURE,D,2200.0,15.483333333333333,0.15,N,4.0,0
16541,23.0,48500.0,RENT,5.0,MEDICAL,A,3850.0,8.49,0.08,N,2.0,0
16542,26.0,80000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,D,15000.0,16.07,0.19,Y,2.0,0
16543,26.0,60000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,16000.0,7.9,0.27,N,3.0,0
16544,21.0,68004.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,16000.0,11.26,0.24,N,3.0,0
16545,22.0,23000.0,RENT,6.0,MEDICAL,C,4850.0,14.27,0.21,Y,3.0,0
16546,22.0,24605.0,OWN,3.0,EDUCATION,C,10000.0,12.436666666666667,0.41000000000000003,N,4.0,0
16547,24.0,75000.0,RENT,2.0,VENTURE,B,2000.0,9.99,0.03,N,4.0,0
16548,26.0,140000.0,MORTGAGE,10.0,VENTURE,B,24250.0,12.53,0.17,N,4.0,0
16549,23.0,28000.0,OWN,1.0,EDUCATION,C,7500.0,13.813333333333333,0.27,N,4.0,0
16550,23.0,24000.0,RENT,2.0,MEDICAL,B,2799.999999999999,11.49,0.12,N,3.0,1
16551,25.0,83004.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000.0,6.76,0.06000000000000001,N,3.0,0
16552,24.0,75000.0,RENT,0.0,EDUCATION,A,12000.0,6.62,0.16,N,3.0,0
16553,22.0,48000.0,MORTGAGE,7.0,EDUCATION,B,6500.0,10.62,0.14,N,2.0,0
16554,25.0,19000.0,OWN,3.0,VENTURE,A,4000.0,7.4,0.21,N,4.0,1
16555,22.0,18000.0,RENT,0.0,PERSONAL,B,3600.0,11.32,0.2,N,2.0,1
16556,22.0,42000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3200.0,7.9,0.08,N,3.0,1
16557,24.0,127000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,D,12000.0,15.05,0.09,Y,3.0,0
16558,25.0,34800.0,RENT,9.0,MEDICAL,D,5600.0,16.77,0.16,N,4.0,1
16559,21.0,14400.0,RENT,2.0,PERSONAL,D,1825.0,15.62,0.13,Y,2.0,1
16560,21.0,68000.0,RENT,3.0,MEDICAL,C,3000.000000000001,11.78,0.04000000000000001,Y,4.0,0
16561,24.0,28800.0,RENT,5.0,PERSONAL,A,8000.0,8.22,0.28,N,3.0,0
16562,25.0,100000.0,MORTGAGE,9.0,EDUCATION,A,12000.0,8.94,0.12,N,4.0,0
16563,21.0,24000.0,RENT,4.0,MEDICAL,C,10000.0,13.48,0.42000000000000004,N,2.0,1
16564,25.0,50004.0,RENT,3.0,PERSONAL,D,12000.0,15.31,0.24,Y,3.0,0
16565,23.0,116000.0,RENT,7.0,EDUCATION,A,11000.0,8.94,0.09,N,2.0,0
16566,26.0,48000.0,RENT,5.0,DEBTCONSOLIDATION,F,25000.0,18.43,0.52,N,3.0,1
16567,23.0,80000.0,MORTGAGE,7.0,MEDICAL,A,10000.0,7.74,0.13,N,2.0,0
16568,22.0,27000.0,RENT,3.0,DEBTCONSOLIDATION,A,2799.999999999999,7.51,0.1,N,3.0,1
16569,26.0,22406.0,RENT,5.0,HOMEIMPROVEMENT,A,2500.0,6.76,0.11,N,2.0,1
16570,23.0,57700.0,MORTGAGE,7.0,PERSONAL,B,3500.0,10.65,0.06000000000000001,N,2.0,0
16571,22.0,30000.0,RENT,1.3333333333333335,PERSONAL,D,6400.0,15.99,0.21,N,4.0,1
16572,23.0,30000.0,MORTGAGE,4.0,MEDICAL,D,4000.0,16.32,0.13,N,2.0,1
16573,23.0,62471.0,MORTGAGE,3.666666666666667,PERSONAL,A,12000.0,6.91,0.19,N,4.0,0
16574,22.0,69528.0,RENT,6.0,VENTURE,C,6000.0,12.99,0.09,N,3.0,0
16575,22.0,36000.0,RENT,1.0,VENTURE,A,6000.0,7.51,0.17,N,4.0,0
16576,25.0,48000.0,RENT,1.0,EDUCATION,A,3000.000000000001,9.32,0.06000000000000001,N,4.0,1
16577,25.0,60000.0,MORTGAGE,2.0,EDUCATION,B,10000.0,12.21,0.17,N,3.0,0
16578,25.0,64000.0,RENT,7.0,EDUCATION,D,8000.0,15.28,0.13,N,4.0,1
16579,25.0,34000.0,MORTGAGE,9.0,MEDICAL,A,2000.0,7.66,0.06000000000000001,N,4.0,1
16580,21.0,24000.0,RENT,5.0,VENTURE,B,2000.0,11.14,0.08,N,4.0,0
16581,22.0,24000.0,OWN,1.0,EDUCATION,C,6000.0,12.68,0.25,N,4.0,0
16582,22.0,32000.0,RENT,7.0,MEDICAL,C,14000.0,12.23,0.43999999999999995,N,3.0,1
16583,25.0,22000.0,OWN,0.0,PERSONAL,E,7500.0,17.81,0.34,N,3.0,0
16584,23.0,45000.0,RENT,4.0,EDUCATION,C,4800.0,13.98,0.11,N,3.0,0
16585,24.0,95000.0,RENT,8.0,EDUCATION,A,6500.0,8.49,0.07,N,4.0,0
16586,22.0,50000.0,RENT,1.0,VENTURE,A,7500.0,8.32,0.15,N,2.0,0
16587,22.0,42996.0,RENT,3.0,PERSONAL,C,4800.0,11.03,0.11,Y,4.0,0
16588,23.0,19250.0,RENT,1.0,HOMEIMPROVEMENT,E,6250.0,16.82,0.32,N,2.0,1
16589,23.0,44400.0,RENT,0.0,VENTURE,B,1500.0,11.63,0.03,N,4.0,0
16590,26.0,53000.0,MORTGAGE,9.0,VENTURE,A,8000.0,7.88,0.15,N,3.0,0
16591,25.0,68000.0,RENT,1.0,EDUCATION,C,10000.0,14.26,0.15,Y,2.0,0
16592,23.0,70560.0,RENT,1.0,VENTURE,A,9600.0,7.9,0.14,N,4.0,0
16593,24.0,37200.0,RENT,8.0,DEBTCONSOLIDATION,A,7200.0,7.9,0.19,N,4.0,0
16594,25.0,39000.0,RENT,6.0,EDUCATION,D,16000.0,15.65,0.41000000000000003,N,2.0,1
16595,23.0,49000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,2400.0,7.66,0.05,N,3.0,0
16596,23.0,90000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000.0,11.89,0.07,N,4.0,0
16597,24.0,98000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,13200.0,15.28,0.13,Y,3.0,1
16598,24.0,102000.0,MORTGAGE,6.0,VENTURE,B,9800.0,10.36,0.1,N,4.0,0
16599,22.0,26400.0,MORTGAGE,2.0,VENTURE,B,4400.0,11.49,0.17,N,3.0,0
16600,24.0,70000.0,RENT,2.0,EDUCATION,B,13000.0,10.0,0.19,N,2.0,0
16601,26.0,53826.0,MORTGAGE,10.0,HOMEIMPROVEMENT,C,8500.0,14.79,0.16,N,2.0,1
16602,23.0,120000.0,MORTGAGE,5.0,VENTURE,B,6000.0,9.99,0.05,N,3.0,0
16603,22.0,49000.0,MORTGAGE,6.0,VENTURE,A,2400.0,5.79,0.05,N,3.0,0
16604,25.0,19200.0,RENT,5.0,HOMEIMPROVEMENT,B,4000.0,11.366666666666667,0.21,N,3.0,1
16605,24.0,96000.0,RENT,6.0,VENTURE,B,7000.0,9.91,0.07,N,3.0,0
16606,25.0,31000.0,RENT,2.0,DEBTCONSOLIDATION,A,1800.000000000001,8.32,0.06000000000000001,N,2.0,0
16607,24.0,100000.0,RENT,6.0,VENTURE,A,11000.0,5.42,0.11,N,2.0,0
16608,23.0,40000.0,RENT,1.0,VENTURE,B,15000.0,11.71,0.38,N,3.0,1
16609,23.0,70000.0,MORTGAGE,5.0,PERSONAL,B,20000.0,12.21,0.29,N,2.0,0
16610,23.0,100000.0,MORTGAGE,7.0,PERSONAL,B,10000.0,10.59,0.1,N,4.0,0
16611,23.0,78300.0,MORTGAGE,0.0,PERSONAL,E,15000.0,16.82,0.19,Y,3.0,0
16612,26.0,45000.0,RENT,3.0,MEDICAL,A,6000.0,7.49,0.13,N,3.0,0
16613,24.0,85000.0,MORTGAGE,2.0,EDUCATION,C,7500.0,13.99,0.09,Y,4.0,0
16614,26.0,45000.0,MORTGAGE,9.0,PERSONAL,D,10000.0,16.89,0.22,N,3.0,0
16615,25.0,109000.0,MORTGAGE,5.0,PERSONAL,B,15000.0,10.25,0.14,N,2.0,0
16616,22.0,36000.0,RENT,6.0,EDUCATION,B,4000.0,11.896666666666667,0.11,N,2.0,0
16617,26.0,31836.0,RENT,1.0,EDUCATION,C,6400.0,14.35,0.2,N,4.0,0
16618,22.0,54000.0,RENT,2.0,MEDICAL,D,7000.0,14.96,0.13,Y,2.0,1
16619,23.0,73426.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500.0,12.54,0.1,Y,2.0,0
16620,24.0,66300.0,RENT,4.0,MEDICAL,D,30000.0,16.81,0.38,N,3.0,1
16621,25.0,49963.0,MORTGAGE,9.0,MEDICAL,B,2100.0,11.49,0.04000000000000001,N,3.0,1
16622,22.0,60350.0,RENT,1.0,MEDICAL,D,25000.0,15.95,0.35,N,4.0,1
16623,22.0,60000.0,MORTGAGE,6.0,EDUCATION,A,11200.0,5.79,0.19,N,4.0,0
16624,25.0,50000.0,MORTGAGE,0.0,VENTURE,A,2600.0,6.03,0.05,N,3.0,0
16625,24.0,60000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8500.0,10.59,0.14,N,4.0,0
16626,24.0,95000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000.0,12.69,0.16,N,3.0,0
16627,22.0,60000.0,MORTGAGE,6.0,MEDICAL,A,6125.0,6.17,0.1,N,2.0,0
16628,24.0,75000.0,RENT,4.0,VENTURE,A,10000.0,6.62,0.13,N,2.0,0
16629,22.0,75000.0,MORTGAGE,4.0,VENTURE,A,9000.0,6.99,0.12,N,3.0,0
16630,24.0,54000.0,RENT,6.0,DEBTCONSOLIDATION,A,5500.0,8.07,0.1,N,3.0,0
16631,25.0,102000.0,MORTGAGE,4.0,MEDICAL,B,25000.0,10.99,0.21,N,2.0,1
16632,22.0,61000.0,MORTGAGE,6.0,MEDICAL,C,12000.0,13.49,0.2,N,4.0,0
16633,23.0,44000.0,MORTGAGE,0.0,VENTURE,A,5500.0,6.17,0.13,N,4.0,0
16634,25.0,105000.0,MORTGAGE,6.0,VENTURE,D,6500.0,13.87,0.06000000000000001,Y,3.0,0
16635,22.0,72000.0,OWN,1.0,VENTURE,B,15000.0,10.25,0.21,N,4.0,0
16636,24.0,30000.0,RENT,8.0,MEDICAL,B,8000.0,9.25,0.27,N,2.0,0
16637,24.0,29000.0,RENT,4.0,MEDICAL,D,14400.0,15.7,0.5,N,4.0,1
16638,23.0,21360.0,RENT,0.0,MEDICAL,A,7500.0,7.139999999999999,0.35,N,4.0,1
16639,26.0,36000.0,RENT,4.0,MEDICAL,A,5400.0,8.9,0.15,N,4.0,0
16640,25.0,75600.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14500.0,9.63,0.19,N,3.0,0
16641,26.0,108000.0,RENT,2.0,PERSONAL,D,25000.0,15.05,0.23,N,2.0,1
16642,25.0,49600.0,RENT,9.0,MEDICAL,A,12000.0,7.139999999999999,0.24,N,3.0,0
16643,23.0,43949.0,RENT,7.0,MEDICAL,B,3000.000000000001,11.49,0.07,N,2.0,0
16644,24.0,60000.0,RENT,4.0,EDUCATION,A,12000.0,8.9,0.2,N,3.0,0
16645,23.0,38004.0,RENT,2.0,EDUCATION,A,4500.0,7.88,0.12,N,3.0,0
16646,23.0,70000.0,RENT,1.0,MEDICAL,B,17000.0,8.88,0.24,N,4.0,0
16647,22.0,48000.0,MORTGAGE,6.0,MEDICAL,A,5000.0,7.88,0.1,N,2.0,0
16648,23.0,60000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000.0,10.95,0.17,N,3.0,0
16649,22.0,34500.0,RENT,2.0,DEBTCONSOLIDATION,D,5000.0,16.89,0.14,Y,2.0,1
16650,24.0,120000.0,MORTGAGE,0.0,PERSONAL,A,16000.0,9.63,0.13,N,2.0,0
16651,24.0,80400.0,MORTGAGE,5.0,PERSONAL,A,12000.0,5.79,0.15,N,2.0,0
16652,25.0,27600.0,RENT,1.0,HOMEIMPROVEMENT,B,3500.0,10.99,0.13,N,4.0,1
16653,23.0,50000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,F,13750.0,18.43,0.28,N,3.0,1
16654,22.0,35000.0,RENT,1.0,EDUCATION,C,2400.0,13.166666666666666,0.07,Y,4.0,0
16655,23.0,126000.0,RENT,0.0,MEDICAL,C,8000.0,13.23,0.06000000000000001,N,2.0,0
16656,21.0,20004.0,RENT,2.0,DEBTCONSOLIDATION,B,3000.000000000001,10.37,0.15,N,4.0,0
16657,22.0,160000.0,RENT,6.0,PERSONAL,A,20000.0,7.49,0.13,N,3.0,0
16658,22.0,46000.0,RENT,3.0,PERSONAL,B,12000.0,11.71,0.26,N,4.0,0
16659,26.0,40000.0,OWN,0.0,EDUCATION,B,15000.0,9.64,0.38,N,4.0,0
16660,25.0,40000.0,RENT,9.0,EDUCATION,D,5600.0,14.61,0.14,N,2.0,0
16661,23.0,75800.0,RENT,0.0,EDUCATION,A,7000.0,6.54,0.09,N,4.0,0
16662,22.0,43000.0,RENT,5.0,VENTURE,B,2400.0,10.99,0.06000000000000001,N,3.0,0
16663,26.0,60000.0,RENT,0.0,VENTURE,A,5000.0,7.139999999999999,0.08,N,2.0,0
16664,25.0,30000.0,RENT,9.0,VENTURE,D,9000.0,17.58,0.3,N,2.0,0
16665,22.0,52000.0,RENT,1.0,MEDICAL,A,5000.0,6.99,0.1,N,2.0,0
16666,22.0,100000.0,MORTGAGE,6.0,EDUCATION,B,3000.000000000001,11.49,0.03,N,4.0,0
16667,25.0,90000.0,MORTGAGE,9.0,VENTURE,A,20000.0,6.54,0.22,N,3.0,0
16668,24.0,46500.0,RENT,2.0,VENTURE,C,8000.0,15.23,0.17,N,2.0,1
16669,25.0,145000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000.0,11.36,0.17,N,3.0,0
16670,21.0,200000.0,MORTGAGE,5.0,EDUCATION,C,16000.0,14.65,0.08,N,2.0,0
16671,25.0,79000.0,MORTGAGE,0.0,PERSONAL,A,9000.0,6.76,0.11,N,4.0,0
16672,24.0,120000.0,MORTGAGE,1.0,EDUCATION,D,25000.0,13.99,0.21,N,4.0,0
16673,24.0,47000.0,RENT,8.0,VENTURE,A,7000.0,6.62,0.15,N,4.0,0
16674,26.0,50000.0,RENT,0.0,HOMEIMPROVEMENT,B,13000.0,11.383333333333333,0.26,N,4.0,0
16675,22.0,37200.0,RENT,6.0,MEDICAL,B,10000.0,10.93,0.27,N,3.0,1
16676,23.0,47000.0,MORTGAGE,7.0,EDUCATION,C,13850.0,12.68,0.29,Y,2.0,0
16677,24.0,72000.0,RENT,8.0,MEDICAL,A,14000.0,7.9,0.19,N,2.0,0
16678,23.0,45000.0,MORTGAGE,4.0,VENTURE,C,8650.0,14.27,0.19,N,3.0,0
16679,25.0,61200.0,MORTGAGE,1.0,PERSONAL,A,5650.0,7.66,0.09,N,2.0,0
16680,25.0,34000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000.0,11.26,0.29,N,3.0,0
16681,23.0,22800.0,RENT,5.0,DEBTCONSOLIDATION,A,1775.0,6.99,0.08,N,2.0,0
16682,23.0,28000.0,RENT,0.0,MEDICAL,A,6000.0,9.63,0.21,N,4.0,0
16683,24.0,45000.0,RENT,0.0,EDUCATION,D,4000.0,15.99,0.09,Y,3.0,1
16684,24.0,44000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000.0,15.58,0.57,Y,3.0,1
16685,21.0,40800.0,RENT,3.0,MEDICAL,D,12000.0,15.21,0.29,N,2.0,1
16686,26.0,75000.0,MORTGAGE,4.0,EDUCATION,A,12000.0,6.92,0.16,N,4.0,0
16687,23.0,33195.0,RENT,5.0,MEDICAL,B,1800.000000000001,11.99,0.05,N,3.0,0
16688,26.0,90000.0,RENT,0.0,PERSONAL,B,5525.0,11.36,0.06000000000000001,N,4.0,0
16689,25.0,24996.0,RENT,3.0,DEBTCONSOLIDATION,C,7500.0,12.98,0.3,N,2.0,0
16690,23.0,74800.0,RENT,1.0,MEDICAL,E,20000.0,17.04,0.23,Y,3.0,1
16691,23.0,168600.0,RENT,3.0,MEDICAL,B,20000.0,11.58,0.12,N,4.0,0
16692,24.0,43000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000.0,16.89,0.23,N,4.0,1
16693,25.0,28128.0,RENT,2.0,VENTURE,D,7500.0,15.33,0.27,N,3.0,1
16694,24.0,64151.0,RENT,0.0,EDUCATION,B,5000.0,11.86,0.08,N,4.0,0
16695,24.0,44000.0,RENT,0.0,PERSONAL,A,2000.0,8.0,0.05,N,3.0,1
16696,25.0,306000.0,RENT,2.0,PERSONAL,C,24250.0,13.85,0.08,N,4.0,0
16697,23.0,49000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,5000.0,15.21,0.1,Y,3.0,1
16698,23.0,91000.0,MORTGAGE,3.0,EDUCATION,B,12000.0,11.223333333333333,0.13,N,4.0,0
16699,26.0,53000.0,RENT,4.0,VENTURE,B,6800.0,9.91,0.13,N,3.0,0
16700,25.0,49200.0,MORTGAGE,2.0,EDUCATION,B,6000.0,10.0,0.12,N,4.0,0
16701,23.0,38000.0,MORTGAGE,5.0,MEDICAL,A,5400.0,7.9,0.14,N,4.0,0
16702,22.0,54000.0,RENT,5.0,HOMEIMPROVEMENT,D,3200.0,16.49,0.06000000000000001,N,2.0,1
16703,23.0,75000.0,RENT,1.0,MEDICAL,A,6000.0,6.03,0.08,N,3.0,0
16704,26.0,120000.0,RENT,10.0,DEBTCONSOLIDATION,B,6000.0,9.88,0.05,N,4.0,0
16705,23.0,100000.0,MORTGAGE,0.0,EDUCATION,A,11000.0,8.49,0.11,N,3.0,0
16706,23.0,106000.0,MORTGAGE,7.0,EDUCATION,A,10000.0,7.139999999999999,0.09,N,3.0,0
16707,24.0,57000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,2400.0,12.69,0.04000000000000001,N,4.0,0
16708,21.0,28800.0,RENT,5.0,DEBTCONSOLIDATION,B,8000.0,9.88,0.28,N,2.0,0
16709,24.0,50400.0,RENT,8.0,DEBTCONSOLIDATION,A,1500.0,7.716666666666667,0.03,N,2.0,0
16710,23.0,74000.0,RENT,3.0,MEDICAL,B,25000.0,10.36,0.34,N,2.0,1
16711,25.0,54000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5100.0,9.62,0.09,N,4.0,0
16712,25.0,59000.0,OWN,6.0,MEDICAL,A,5000.0,6.17,0.08,N,2.0,0
16713,24.0,40000.0,OWN,7.0,VENTURE,C,2000.0,12.53,0.05,N,4.0,0
16714,23.0,75000.0,MORTGAGE,7.0,VENTURE,A,10200.0,6.03,0.14,N,3.0,0
16715,25.0,40000.0,RENT,1.0,VENTURE,B,6500.0,11.89,0.16,N,3.0,0
16716,26.0,53000.0,OWN,2.0,VENTURE,B,2500.0,9.91,0.05,N,2.0,0
16717,22.0,24000.0,OWN,4.0,PERSONAL,C,4750.0,14.330000000000002,0.2,Y,3.0,0
16718,22.0,24000.0,RENT,3.0,PERSONAL,C,1000.0,12.84,0.04000000000000001,Y,3.0,0
16719,23.0,80796.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000.0,7.186666666666667,0.06000000000000001,N,2.0,0
16720,23.0,30000.0,RENT,3.0,EDUCATION,B,6000.0,11.71,0.2,N,3.0,0
16721,25.0,49000.0,RENT,1.0,PERSONAL,D,12000.0,13.49,0.24,N,4.0,1
16722,22.0,46000.0,RENT,3.0,DEBTCONSOLIDATION,B,11000.0,10.59,0.24,N,2.0,0
16723,25.0,46000.0,RENT,9.0,PERSONAL,A,7000.0,8.49,0.15,N,2.0,0
16724,26.0,32500.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000.000000000001,13.22,0.09,Y,3.0,0
16725,24.0,73440.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7000.0,6.99,0.1,N,4.0,0
16726,26.0,120000.0,MORTGAGE,5.0,VENTURE,B,13000.0,10.99,0.11,N,2.0,0
16727,25.0,66420.0,MORTGAGE,1.0,EDUCATION,B,4000.0,12.18,0.06000000000000001,N,2.0,0
16728,22.0,75000.0,RENT,2.0,DEBTCONSOLIDATION,B,21000.0,10.0,0.28,N,4.0,0
16729,21.0,20000.0,RENT,2.0,MEDICAL,C,2500.0,13.79,0.13,Y,4.0,0
16730,24.0,35000.0,RENT,1.0,MEDICAL,B,10000.0,10.413333333333334,0.29,N,2.0,0
16731,22.0,50000.0,MORTGAGE,6.0,VENTURE,C,10000.0,15.2,0.2,Y,3.0,0
16732,24.0,57000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,8000.0,5.42,0.14,N,4.0,0
16733,22.0,30000.0,RENT,0.0,PERSONAL,B,5000.0,11.49,0.17,N,4.0,0
16734,24.0,52000.0,MORTGAGE,8.0,VENTURE,B,15000.0,10.0,0.29,N,4.0,0
16735,26.0,89000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,B,8000.0,10.99,0.09,N,3.0,0
16736,22.0,48000.0,RENT,6.0,DEBTCONSOLIDATION,A,16500.0,8.9,0.34,N,3.0,1
16737,25.0,70000.0,RENT,8.0,VENTURE,D,15000.0,14.42,0.21,Y,2.0,0
16738,24.0,98004.0,RENT,0.0,VENTURE,D,16000.0,16.32,0.16,Y,4.0,1
16739,23.0,55000.0,MORTGAGE,4.0,VENTURE,A,8000.0,7.49,0.15,N,2.0,0
16740,23.0,35976.0,RENT,3.0,VENTURE,B,15000.0,10.25,0.42000000000000004,N,3.0,1
16741,24.0,62900.0,RENT,1.0,MEDICAL,D,16800.0,15.65,0.23,N,4.0,1
16742,24.0,72000.0,MORTGAGE,8.0,PERSONAL,A,5000.0,6.03,0.07,N,4.0,0
16743,24.0,47000.0,MORTGAGE,3.0,MEDICAL,B,12000.0,12.21,0.26,N,3.0,0
16744,24.0,50000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000.000000000001,13.47,0.06000000000000001,N,3.0,0
16745,25.0,27096.0,RENT,7.0,EDUCATION,A,5000.0,7.9,0.18,N,3.0,1
16746,23.0,72000.0,RENT,4.0,DEBTCONSOLIDATION,C,10000.0,13.85,0.14,N,3.0,0
